team,player,position,rating,club_minutes_90d,national_caps,available
Cape Verde Islands,Ianique dos Santos Tavares,,54.166666666666664,,4,True
Cape Verde Islands,Márcio Salomão Brazão Rosa,,52.083333333333336,,4,True
Chile,Igor Lichnovsky Osorio,,100.0,,3,True
Chile,Mauricio Aníbal Isla Isla,,98.07692307692308,,3,True
Chile,Gabriel Alonso Suazo Urbina,,96.15384615384616,,3,True
Chile,Alexis Alejandro Sánchez Sánchez,,94.23076923076923,,3,True
Chile,Víctor Alejandro Dávila Zavala,,92.3076923076923,,3,True
Chile,Eduardo Jesús Vargas Rojas,,90.38461538461539,,3,True
Chile,Erick Antonio Pulgar Farfán,,88.46153846153847,,3,True
Chile,Rodrigo Eduardo Echeverría Sáez,,86.53846153846153,,3,True
Chile,Paulo César Díaz Huincales,,84.61538461538461,,3,True
Chile,Darío Esteban Osorio Osorio,,82.6923076923077,,3,True
Chile,Marcelino Ignacio Nuñez Espinoza,,80.76923076923077,,3,True
Chile,Claudio Andrés Bravo Muñoz,,78.84615384615384,,2,True
Chile,Gabriel Arias Arroyo,,75.96153846153847,,3,True
Chile,Guillermo Alfonso Maripán Loaysa,,75.96153846153847,,3,True
Chile,Marcos Nikolas Bolados Hidalgo,,73.07692307692308,,3,True
Chile,Diego Alfonso Valdés Contreras,,71.15384615384616,,1,True
Chile,Thomas Ignacio Galdames Millán,,69.23076923076923,,3,True
Chile,Ben Brereton Díaz,,67.3076923076923,,3,True
Chile,César Ignacio Pérez Maldonado,,65.38461538461539,,3,True
Chile,Nicolás Esteban Fernández Muñoz,,63.46153846153846,,3,True
Chile,Benjamín Kuscevic Jaramillo,,56.73076923076923,,3,True
Chile,Brayan Josué Cortés Fernández,,56.73076923076923,,3,True
Chile,Cristián Alexander Zavala Briones,,56.73076923076923,,3,True
Chile,Esteban Andres Pavez Suazo,,56.73076923076923,,3,True
Chile,Matías Ezequiel Catalán,,56.73076923076923,,3,True
Chile,Maximiliano Gabriel Guerrero Pena,,56.73076923076923,,3,True
Colombia,Davinson Sánchez Mina,,100.0,,10,True
Colombia,Camilo Andrés Vargas Gil,,98.68421052631578,,10,True
Colombia,Luis Fernando Díaz Marulanda,,97.36842105263158,,6,True
Colombia,Jhon Adolfo Arias Andrade,,96.05263157894737,,6,True
Colombia,James David Rodríguez Rubio,,94.73684210526315,,9,True
Colombia,Richard Rios Montoya,,93.42105263157896,,6,True
Colombia,Johan Andrés Mojica Palacio,,92.10526315789474,,10,True
Colombia,Carlos Eccehomo Cuesta Figueroa,,90.78947368421052,,6,True
Colombia,Jhon Andrés Córdoba Copete,,89.47368421052632,,6,True
Colombia,Jefferson Andrés Lerma Solís,,88.15789473684211,,9,True
Colombia,Daniel Muñoz Mejía,,86.84210526315789,,5,True
Colombia,Andrés Mateus Uribe Villa,,85.52631578947368,,10,True
Colombia,Santiago Arias Naranjo,,84.21052631578948,,10,True
Colombia,Rafael Santos Borré Amaury,,82.89473684210526,,6,True
Colombia,Deiver Andrés Machado Mena,,81.57894736842105,,6,True
Colombia,Yerry Fernando Mina González,,80.26315789473685,,10,True
Colombia,Kevin Duvan Castaño Gil,,78.94736842105263,,6,True
Colombia,Juan Fernando Quintero Paniagua,,77.63157894736842,,10,True
Colombia,Jorge Andrés Carrascal Guardo,,76.3157894736842,,6,True
Colombia,Luis Fernando Sinisterra Lucumí,,75.0,,6,True
Colombia,David Ospina Ramírez,,73.68421052631578,,10,True
Colombia,Yaser Esneider Asprilla Martínez,,72.36842105263158,,6,True
Colombia,Miguel Ángel Borja Hernández,,71.05263157894737,,9,True
Colombia,Jhon Jáder Durán Palacio,,69.73684210526315,,6,True
Colombia,Álvaro David Montero Perales,,68.42105263157895,,6,True
Colombia,Jhon Janer Lucumí Bonilla,,67.10526315789474,,3,True
Colombia,Radamel Falcao García Zárate,,65.78947368421052,,4,True
Colombia,Juan Guillermo Cuadrado Bello,,64.47368421052632,,4,True
Colombia,Carlos Alberto Sánchez Moreno,,63.1578947368421,,3,True
Colombia,Wílmar Enrique Barrios Terán,,61.84210526315789,,4,True
Colombia,Oscar Fabián Murillo Murillo,,60.526315789473685,,4,True
Colombia,José Heriberto Izquierdo Mena,,59.21052631578947,,4,True
Colombia,Abel Enrique Aguilar Tapia,,57.89473684210526,,3,True
Colombia,Luis Fernando Muriel Fruto,,56.578947368421055,,4,True
Colombia,Carlos Arturo Bacca Ahumada,,55.26315789473684,,4,True
Colombia,Cristian Eduardo Zapata Valencia,,52.63157894736842,,4,True
Colombia,Farid Alfonso Díaz Rhenals,,52.63157894736842,,4,True
Colombia,José Fernando Cuadrado Romero,,52.63157894736842,,4,True
Costa Rica,Francisco Javier Calvo Quesada,,100.0,,8,True
Costa Rica,Juan Pablo Vargas Campos,,99.13793103448276,,6,True
Costa Rica,Patrick Gilmar Sequeira Mejías,,98.27586206896552,,6,True
Costa Rica,Orlando Moisés Galo Calderón,,97.41379310344828,,3,True
Costa Rica,Jeyland Yahir Mitchell Baltodano,,96.55172413793103,,3,True
Costa Rica,Brandon Aguilera Zamora,,95.6896551724138,,6,True
Costa Rica,Joel Nathaniel Campbell Samuels,,94.82758620689656,,9,True
Costa Rica,Álvaro José Zamora Mata,,93.9655172413793,,6,True
Costa Rica,Warren Steven Madrigal Molina,,93.10344827586206,,3,True
Costa Rica,Haxzel Quirós Cruz,,92.24137931034483,,3,True
Costa Rica,Jefferson Brenes Rojas,,91.37931034482759,,3,True
Costa Rica,Ariel Lassiter,,90.51724137931035,,3,True
Costa Rica,Manfred Ugalde,,89.65517241379311,,2,True
Costa Rica,Joseph Martín Mora Cortéz,,88.79310344827587,,3,True
Costa Rica,Josimar Alcócer,,87.93103448275862,,3,True
Costa Rica,Gerald Taylor,,87.06896551724138,,3,True
Costa Rica,Anthony Daniel Contreras Enríquez,,86.20689655172413,,6,True
Costa Rica,Keylor Navas Gamboa,,85.34482758620689,,6,True
Costa Rica,Óscar Esau Duarte Gaitán,,84.48275862068965,,6,True
Costa Rica,Bryan Oviedo,,83.62068965517241,,6,True
Costa Rica,Celso Borges Mora,,82.75862068965517,,6,True
Costa Rica,Yeltsin Ignacio Tejeda Valverde,,81.89655172413794,,6,True
Costa Rica,Keysher Fuller Spence,,81.0344827586207,,3,True
Costa Rica,Alejandro Jesús Bran Flores,,80.17241379310344,,3,True
Costa Rica,Kendall Jamaal Waston Manley,,79.3103448275862,,6,True
Costa Rica,Andy Rojas Maroto,,78.44827586206897,,3,True
Costa Rica,Julio César Cascante Solórzano,,77.58620689655172,,3,True
Costa Rica,Aarón Moisés Cruz Esquivel,,74.56896551724138,,3,True
Costa Rica,Douglas Esteban Sequeira Borbón,,74.56896551724138,,3,True
Costa Rica,Fernán José Faerrón Tristán,,74.56896551724138,,3,True
Costa Rica,Kenneth Vargas,,74.56896551724138,,3,True
Costa Rica,Kevin José Chamorro Rodríguez,,74.56896551724138,,3,True
Costa Rica,Yeison Molina Ruiz,,74.56896551724138,,3,True
Costa Rica,Jewison Bennette,,71.55172413793103,,3,True
Costa Rica,Johan Alberto Venegas Ulloa,,70.6896551724138,,6,True
Costa Rica,Gerson Torres Barrantes,,69.82758620689656,,3,True
Costa Rica,Carlos Manuel Martínez Castro,,68.9655172413793,,3,True
Costa Rica,Bryan Ruiz González,,68.10344827586206,,6,True
Costa Rica,Youstin Delfin Salas Gómez,,67.24137931034483,,3,True
Costa Rica,Ronald Alberto Matarrita Ulate,,66.37931034482759,,3,True
Costa Rica,Daniel Alonso Chacón Salas,,65.51724137931035,,3,True
Costa Rica,Anthony William Hernández González,,63.36206896551724,,3,True
Costa Rica,Douglas Andrey López Araya,,63.36206896551724,,3,True
Costa Rica,Esteban Alvarado Brown,,63.36206896551724,,3,True
Costa Rica,Roan Roberto Wilson Gordon,,63.36206896551724,,3,True
Costa Rica,Giancarlo González Castro,,61.20689655172414,,3,True
Costa Rica,Johnny Acosta Zamora,,60.3448275862069,,3,True
Costa Rica,Cristian Gamboa Luna,,59.48275862068965,,3,True
Costa Rica,David Alberto Guzmán Pérez,,58.62068965517241,,3,True
Costa Rica,Marcos Danilo Ureña Porras,,57.758620689655174,,3,True
Costa Rica,Daniel Colindres Solera,,56.89655172413793,,3,True
Costa Rica,Christian Bolaños Navarro,,56.03448275862069,,3,True
Costa Rica,Rodney Wallace,,55.172413793103445,,3,True
Costa Rica,Ian Rey Smith Quiros,,52.58620689655172,,3,True
Costa Rica,Kenner Gutiérrez Cerdas,,52.58620689655172,,3,True
Costa Rica,Leonel Moreira Ledezma,,52.58620689655172,,3,True
Costa Rica,Patrick Alberto Pemberton Bernard,,52.58620689655172,,3,True
Costa Rica,Rándall Azofeifa Corrales,,52.58620689655172,,3,True
Croatia,Dominik Livaković,,100.0,,21,True
Croatia,Luka Modrić,,99.0,,21,True
Croatia,Joško Gvardiol,,98.0,,14,True
Croatia,Mateo Kovačić,,97.0,,21,True
Croatia,Andrej Kramarić,,96.0,,21,True
Croatia,Marcelo Brozović,,95.0,,21,True
Croatia,Ivan Perišić,,94.0,,20,True
Croatia,Josip Juranović,,93.0,,14,True
Croatia,Josip Šutalo,,92.0,,10,True
Croatia,Josip Stanišić,,91.0,,9,True
Croatia,Lovro Majer,,90.0,,10,True
Croatia,Mario Pašalić,,89.0,,14,True
Croatia,Bruno Petković,,88.0,,14,True
Croatia,Borna Sosa,,87.0,,9,True
Croatia,Dejan Lovren,,86.0,,16,True
Croatia,Ante Budimir,,85.0,,13,True
Croatia,Luka Sučić,,84.0,,10,True
Croatia,Marin Pongracic,,83.0,,3,True
Croatia,Domagoj Vida,,82.0,,20,True
Croatia,Nikola Vlašić,,81.0,,12,True
Croatia,Ivica Ivušić,,79.5,,10,True
Croatia,Martin Erlić,,79.5,,10,True
Croatia,Marko Livaja,,78.0,,7,True
Croatia,Mislav Oršić,,77.0,,9,True
Croatia,Luka Ivanušec,,76.0,,7,True
Croatia,Borna Barišić,,75.0,,8,True
Croatia,Marko Pjaca,,74.0,,10,True
Croatia,Martin Baturina,,73.0,,3,True
Croatia,Marco Pašalić,,71.5,,3,True
Croatia,Nediljko Labrović,,71.5,,3,True
Croatia,Ivo Grbić,,69.5,,7,True
Croatia,Kristijan Jakić,,69.5,,7,True
Croatia,Ante Rebić,,68.0,,11,True
Croatia,Šime Vrsaljko,,67.0,,11,True
Croatia,Duje Ćaleta-Car,,66.0,,11,True
Croatia,Josip Brekalo,,65.0,,4,True
Croatia,Milan Badelj,,64.0,,11,True
Croatia,Lovre Kalinić,,63.0,,11,True
Croatia,Simon Sluga,,62.0,,4,True
Croatia,Mario Mandžukić,,61.0,,7,True
Croatia,Ivan Rakitić,,60.0,,7,True
Croatia,Danijel Subašić,,59.0,,7,True
Croatia,Ivan Strinić,,58.0,,7,True
Croatia,Domagoj Bradarić,,57.0,,3,True
Croatia,Mile Škorić,,56.0,,2,True
Croatia,Josip Pivarić,,55.0,,7,True
Croatia,Vedran Ćorluka,,54.0,,7,True
Croatia,Tin Jedvaj,,53.0,,7,True
Croatia,Filip Bradarić,,52.0,,7,True
Croatia,Nikola Kalinić,,51.0,,1,True
Czech Republic,Tomáš Souček,,100.0,,8,True
Czech Republic,Vladimír Coufal,,98.86363636363637,,8,True
Czech Republic,Tomáš Holeš,,97.72727272727272,,8,True
Czech Republic,Robin Hranáč,,96.5909090909091,,3,True
Czech Republic,Ladislav Krejčí,,95.45454545454545,,3,True
Czech Republic,Jindřich Staněk,,94.31818181818181,,3,True
Czech Republic,Lukáš Provod,,93.18181818181819,,3,True
Czech Republic,Patrik Schick,,92.04545454545455,,8,True
Czech Republic,David Jurásek,,90.9090909090909,,3,True
Czech Republic,Adam Hložek,,89.77272727272728,,7,True
Czech Republic,Antonín Barák,,88.63636363636363,,8,True
Czech Republic,Mojmír Chytil,,87.5,,3,True
Czech Republic,Jan Kuchta,,86.36363636363637,,3,True
Czech Republic,David Doudera,,85.22727272727272,,3,True
Czech Republic,Pavel Šulc,,84.0909090909091,,3,True
Czech Republic,Václav Černý,,82.95454545454545,,3,True
Czech Republic,Petr Ševčík,,81.81818181818181,,8,True
Czech Republic,Ondřej Lingr,,80.68181818181819,,3,True
Czech Republic,Matěj Jurásek,,79.54545454545455,,3,True
Czech Republic,Matěj Kovář,,78.4090909090909,,3,True
Czech Republic,Tomáš Chorý,,77.27272727272727,,3,True
Czech Republic,David Zima,,76.13636363636364,,6,True
Czech Republic,Lukáš Červ,,73.29545454545455,,3,True
Czech Republic,Martin Vitík,,73.29545454545455,,3,True
Czech Republic,Tomáš Vlček,,73.29545454545455,,3,True
Czech Republic,Vitezslav Jaros,,73.29545454545455,,3,True
Czech Republic,Tomáš Kalas,,69.88636363636364,,5,True
Czech Republic,Tomáš Vaclík,,69.88636363636364,,5,True
Czech Republic,Ondrej Celustka,,68.18181818181819,,5,True
Czech Republic,Lukáš Masopust,,67.04545454545455,,5,True
Czech Republic,Jan Bořil,,65.9090909090909,,4,True
Czech Republic,Jakub Jankto,,64.77272727272728,,5,True
Czech Republic,Vladimír Darida,,63.63636363636363,,4,True
Czech Republic,Alex Král,,62.5,,5,True
Czech Republic,Pavel Kadeřábek,,61.36363636363636,,5,True
Czech Republic,Michael Krmenčík,,60.22727272727273,,5,True
Czech Republic,Matěj Vydra,,59.09090909090909,,5,True
Czech Republic,Jakub Brabec,,57.95454545454545,,5,True
Czech Republic,Tomáš Pekhart,,56.81818181818182,,5,True
Czech Republic,Aleš Mandous,,55.68181818181818,,5,True
Czech Republic,Tomáš Koubek,,54.54545454545455,,4,True
Czech Republic,Jakub Pešek,,53.40909090909091,,2,True
Czech Republic,Aleš Matějů,,52.27272727272727,,2,True
Czech Republic,Michal Sadílek,,51.13636363636363,,1,True
DR Congo,Chancel Mbemba Mangulu,,100.0,,7,True
DR Congo,Samuel Moutoussamy,,98.0,,7,True
DR Congo,Arthur Masuaku,,94.0,,7,True
DR Congo,Gedeon Kalulu Kyatengwa,,94.0,,7,True
DR Congo,Lionel Mpasi-Nzau,,94.0,,7,True
DR Congo,Yoane Wissa,,90.0,,7,True
DR Congo,Charles Pickel,,88.0,,7,True
DR Congo,Cédric Bakambu,,86.0,,7,True
DR Congo,Théo Bongonda Mbul'Ofeko Batombo,,84.0,,6,True
DR Congo,Henoc Inonga Baka,,82.0,,7,True
DR Congo,Meschak Elia,,80.0,,7,True
DR Congo,Dylan Batubinsika,,78.0,,6,True
DR Congo,Gaël Kakuta,,76.0,,4,True
DR Congo,Silas Katompa Mvumpa,,74.0,,7,True
DR Congo,Simon Bokote Banza,,72.0,,7,True
DR Congo,Fiston Kalala Mayele,,70.0,,7,True
DR Congo,Aaron Tshibola,,68.0,,7,True
DR Congo,Joris Kayembe Ditu,,66.0,,7,True
DR Congo,Brian Jephte Bayeye,,63.0,,7,True
DR Congo,Dimitry Bertaud,,63.0,,7,True
DR Congo,Grady Diangana,,60.0,,7,True
DR Congo,Omenuke Mfulu,,58.0,,7,True
DR Congo,Baggio Siadi Ngusia,,56.0,,7,True
DR Congo,Rocky Bushiri,,54.0,,4,True
DR Congo,Théo Bongonda Mbul''Ofeko Batombo,,52.0,,1,True
Denmark,Kasper Schmeichel,,100.0,,17,True
Denmark,Andreas Christensen,,98.93617021276596,,17,True
Denmark,Pierre-Emile Højbjerg,,97.87234042553192,,13,True
Denmark,Joachim Andersen,,96.80851063829788,,13,True
Denmark,Christian Dannemann Eriksen,,95.74468085106383,,12,True
Denmark,Joakim Mæhle,,94.68085106382978,,13,True
Denmark,Jannik Vestergaard,,93.61702127659575,,14,True
Denmark,Rasmus Winther Højlund,,92.5531914893617,,4,True
Denmark,Alexander Hartmann Bah,,91.48936170212767,,7,True
Denmark,Jonas Older Wind,,90.42553191489361,,13,True
Denmark,Morten Hjulmand,,89.36170212765958,,3,True
Denmark,Andreas Skov Olsen,,88.29787234042553,,13,True
Denmark,Thomas Delaney,,87.23404255319149,,14,True
Denmark,Victor Bernth Kristansen,,86.17021276595744,,4,True
Denmark,Mikkel Damsgaard,,85.1063829787234,,13,True
Denmark,Simon Thorup Kjær,,84.04255319148936,,17,True
Denmark,Kasper Dolberg,,82.97872340425532,,17,True
Denmark,Rasmus Nissen Kristensen,,81.91489361702128,,7,True
Denmark,Yussuf Yurary Poulsen,,80.85106382978724,,15,True
Denmark,Mathias Jensen,,79.7872340425532,,13,True
Denmark,Christian Nørgaard,,78.72340425531915,,13,True
Denmark,Frederik Rønnow,,77.65957446808511,,17,True
Denmark,Martin Braithwaite Christensen,,76.59574468085106,,13,True
Denmark,Mathias Jørgensen Jatta,,75.53191489361703,,9,True
Denmark,Jacob Bruun Larsen,,74.46808510638297,,4,True
Denmark,Anders Dreyer,,72.87234042553192,,4,True
Denmark,Mads Hermansen,,72.87234042553192,,4,True
Denmark,Jens Stryger Larsen,,71.27659574468085,,13,True
Denmark,Jesper Lindstrøm,,70.2127659574468,,3,True
Denmark,Andreas Evald Cornelius,,69.14893617021276,,13,True
Denmark,Daniel Wass,,68.08510638297872,,8,True
Denmark,Victor Nelsson,,67.02127659574468,,3,True
Denmark,Robert Skov,,65.95744680851064,,8,True
Denmark,Oliver Christensen,,64.8936170212766,,3,True
Denmark,Jonas Lössl,,63.829787234042556,,10,True
Denmark,Mathias Jattah-Njie Jørgensen,,62.765957446808514,,4,True
Denmark,Nicolai Møller Boilesen,,61.70212765957447,,2,True
Denmark,Henrik Dalsgaard,,60.638297872340424,,4,True
Denmark,Pione Sisto Ifolo Emirmija,,59.57446808510638,,4,True
Denmark,Nicolai Jørgensen,,58.51063829787234,,4,True
Denmark,Lasse Schöne,,57.4468085106383,,4,True
Denmark,Anders Christiansen,,56.38297872340426,,1,True
Denmark,Jonas Knudsen,,55.319148936170215,,4,True
Denmark,William Vitved Kvist Jørgensen,,54.25531914893617,,3,True
Denmark,Viktor Fischer,,53.191489361702125,,4,True
Denmark,Lukas Reiff Lerager,,51.59574468085106,,4,True
Denmark,Michael Krohn-Dehli,,51.59574468085106,,4,True
Ecuador,Piero Martín Hincapié Reyna,,100.0,,7,True
Ecuador,Felix Eduardo Torres Caicedo,,98.61111111111111,,7,True
Ecuador,Moisés Isaac Caicedo Corozo,,97.22222222222223,,7,True
Ecuador,Angelo Smit Preciado Quiñónez,,95.83333333333333,,7,True
Ecuador,Alan Steven Franco Palma,,94.44444444444444,,7,True
Ecuador,Alexander Domínguez Carabalí,,92.36111111111111,,7,True
Ecuador,Willian Joel Pacho Tenorio,,92.36111111111111,,7,True
Ecuador,Jeremy Leonel Sarmiento Morante,,90.27777777777777,,7,True
Ecuador,Enner Remberto Valencia Lastra,,88.88888888888889,,6,True
Ecuador,Ray Kendry Páez Andrade,,87.5,,4,True
Ecuador,Kevin José Rodríguez Cortez,,86.11111111111111,,7,True
Ecuador,Carlos Armando Gruezo Arboleda,,84.72222222222223,,7,True
Ecuador,John Yeboah Zamora,,83.33333333333333,,4,True
Ecuador,Hernán Ismael Galíndez,,81.94444444444444,,7,True
Ecuador,Jackson Gabriel Porozo Vernaza,,80.55555555555556,,7,True
Ecuador,Ángel Israel Mena Delgado,,79.16666666666667,,7,True
Ecuador,José Adoni Cifuentes Charcopa,,77.77777777777777,,7,True
Ecuador,Alan Steve Minda García,,76.38888888888889,,4,True
Ecuador,Wellington Moisés Ramírez Preciado,,75.0,,7,True
Ecuador,Jordy Josué Caicedo Medina,,73.61111111111111,,4,True
Ecuador,Gonzalo Jordy Plata Jiménez,,72.22222222222223,,3,True
Ecuador,Pervis Josué Estupiñán Tenorio,,70.83333333333334,,3,True
Ecuador,José Andrés Hurtado Cheme,,69.44444444444444,,4,True
Ecuador,Janner Hitcler Corozo Alman,,65.27777777777777,,4,True
Ecuador,Joel Leandro Ordóñez Guerrero,,65.27777777777777,,4,True
Ecuador,Julio Joao Ortiz Landázuri,,65.27777777777777,,4,True
Ecuador,Layan Manuel Loor Requelme,,65.27777777777777,,4,True
Ecuador,Norman Andres Micolta Arroyo,,65.27777777777777,,4,True
Ecuador,Michael Steveen Estrada Martínez,,61.111111111111114,,3,True
Ecuador,Jhegson Sebastián Méndez Carabalí,,59.72222222222222,,2,True
Ecuador,Romario Andrés Ibarra Mina,,58.33333333333333,,3,True
Ecuador,Djorkaeff Neicer Reasco González,,56.94444444444444,,3,True
Ecuador,Diego José Palacios Espinoza,,53.47222222222222,,3,True
Ecuador,Eduar Ayrton Preciado García,,53.47222222222222,,3,True
Ecuador,Robert Abel Arboleda Escobar,,53.47222222222222,,3,True
Ecuador,Xavier Ricardo Arreaga Bermello,,53.47222222222222,,3,True
Egypt,Mostafa Mohamed Ahmed Abdallah,,100.0,,4,True
Egypt,Ahmed Elsayed Ali Elsayed Hegazy,,98.80952380952381,,7,True
Egypt,Mohamed Abdelmonem,,97.61904761904762,,4,True
Egypt,Hamdi Fathi,,96.42857142857143,,4,True
Egypt,Mohamed Naser Elsayed Elneny,,95.23809523809524,,7,True
Egypt,Ahmed Sayed,,94.04761904761904,,4,True
Egypt,Mohamed Hany Gamal Eldemerdash,,92.85714285714286,,4,True
Egypt,Mohamed El Sayed Mohamed El Shenawy Gomaa,,91.66666666666667,,6,True
Egypt,Mahmoud Ibrahim Hassan,,90.47619047619048,,7,True
Egypt,Mohamed Hamdy Sharaf,,89.28571428571428,,4,True
Egypt,Omar Marmoush,,88.0952380952381,,4,True
Egypt,Marwan Attia Fahim Ghallab,,86.9047619047619,,4,True
Egypt,Emam Ashour Metwally Abdelghany,,85.71428571428572,,3,True
Egypt,Ahmed Mohamed Abo El Fotouh Mohamed,,84.52380952380952,,4,True
Egypt,Mohamed Salah,,83.33333333333333,,5,True
Egypt,Omar Kamal Abdel Wahed,,82.14285714285714,,4,True
Egypt,Mohamed Abougabal,,80.95238095238095,,4,True
Egypt,Mostafa Fathi,,79.76190476190476,,4,True
Egypt,Mahmoud Abdul Monem Abdelhamid Soliman,,78.57142857142857,,7,True
Egypt,Ali Gabr,,77.38095238095238,,7,True
Egypt,Ahmed Hassan Mahgoub,,76.19047619047619,,4,True
Egypt,Mohamed Sobhi Mohamed Daader,,75.0,,4,True
Egypt,Mohanad Mostafa Lasheen,,73.80952380952381,,3,True
Egypt,Mahmoud Hamada,,72.61904761904762,,2,True
Egypt,Yasser Ahmed Ibrahim El Hanafi,,71.42857142857143,,2,True
Egypt,Ahmed Nasser Nasser Mahmoud Moawad El Shenawy,,70.23809523809524,,1,True
Egypt,Ahmed Fathy Abdel Meneim Ibrahim,,68.45238095238095,,3,True
Egypt,Mohamed Abdul Shafy Sayed Abouezeid,,68.45238095238095,,3,True
Egypt,Tarek Hamed,,66.66666666666666,,3,True
Egypt,Abdalla Mahmoud El Said Bekhit,,65.47619047619048,,3,True
Egypt,Marwan Mohsen,,64.28571428571428,,3,True
Egypt,Amr Medhat Warda,,63.095238095238095,,3,True
Egypt,Essam Kamal Tawfik El Hadary,,61.904761904761905,,3,True
Egypt,Ramadan Sobhi Ramadan Ahmed,,60.714285714285715,,3,True
Egypt,Sam Morsy,,59.523809523809526,,3,True
Egypt,Ahmed Eissa El Mohamady Abdel Fattah,,55.357142857142854,,3,True
Egypt,Ayman Ashraf,,55.357142857142854,,3,True
Egypt,Mahmoud Abdel Razek Fadlallah,,55.357142857142854,,3,True
Egypt,Mahmoud Hamdi Mahmoud Hamouda Attia,,55.357142857142854,,3,True
Egypt,Saad Ali Saadeldin Samir,,55.357142857142854,,3,True
Egypt,Sherif Ekramy Ahmed,,55.357142857142854,,3,True
Egypt,Omar Gaber,,51.19047619047619,,2,True
England,John Stones,,100.0,,26,True
England,Jordan Pickford,,99.12280701754386,,26,True
England,Harry Kane,,98.24561403508773,,26,True
England,Declan Rice,,97.36842105263158,,19,True
England,Kyle Walker,,96.49122807017544,,25,True
England,Jude Bellingham,,95.61403508771929,,19,True
England,Bukayo Saka,,94.73684210526315,,17,True
England,Phil Foden,,93.85964912280701,,11,True
England,Kieran Trippier,,92.98245614035088,,26,True
England,Marc Guehi,,92.10526315789474,,6,True
England,Luke Shaw,,91.2280701754386,,18,True
England,Kobbie Mainoo,,90.35087719298245,,7,True
England,Trent Alexander-Arnold,,89.47368421052632,,19,True
England,Conor Gallagher,,88.59649122807016,,12,True
England,Harry Maguire,,87.71929824561403,,18,True
England,Ezri Konsa Ngoyo,,86.84210526315789,,7,True
England,Aaron Ramsdale,,85.96491228070175,,18,True
England,Cole Palmer,,85.08771929824562,,7,True
England,Ollie Watkins,,84.21052631578948,,7,True
England,Eberechi Eze,,83.33333333333333,,7,True
England,Jarrod Bowen,,82.45614035087719,,7,True
England,Raheem Sterling,,81.57894736842105,,18,True
England,Dean Henderson,,80.70175438596492,,8,True
England,Ivan Toney,,79.82456140350877,,7,True
England,Anthony Gordon,,78.94736842105263,,7,True
England,Adam Wharton,,77.19298245614036,,7,True
England,Joe Gomez,,77.19298245614036,,7,True
England,Lewis Dunk,,77.19298245614036,,7,True
England,Mason Mount,,75.43859649122807,,11,True
England,Jordan Brian Henderson,,74.56140350877193,,19,True
England,Kalvin Phillips,,73.68421052631578,,12,True
England,Marcus Rashford,,72.80701754385964,,19,True
England,Philip Foden,,71.9298245614035,,6,True
England,Jack Grealish,,71.05263157894737,,12,True
England,Conor Coady,,70.17543859649123,,12,True
England,Eric Dier,,69.29824561403508,,12,True
England,Callum Wilson,,68.42105263157895,,5,True
England,Nick Pope,,67.54385964912281,,12,True
England,James Maddison,,66.66666666666666,,5,True
England,Tyrone Mings,,65.78947368421052,,7,True
England,Jadon Sancho,,64.91228070175438,,6,True
England,Reece James,,64.03508771929825,,6,True
England,Ben White,,63.1578947368421,,4,True
England,Sam Johnstone,,62.280701754385966,,7,True
England,Dominic Calvert-Lewin,,61.40350877192982,,5,True
England,Jesse Lingard,,60.526315789473685,,7,True
England,Ashley Young,,59.64912280701754,,7,True
England,Bamidele Alli,,58.771929824561404,,7,True
England,Ruben Loftus-Cheek,,57.89473684210526,,7,True
England,Ben Chilwell,,57.01754385964912,,2,True
England,Phil Jones,,56.14035087719298,,7,True
England,Danny Rose,,55.26315789473684,,7,True
England,Fabian Delph,,54.3859649122807,,6,True
England,Jamie Vardy,,53.50877192982456,,7,True
England,Gary Cahill,,52.63157894736842,,7,True
England,Daniel Nii Tackie Mensah Welbeck,,51.75438596491228,,7,True
England,Jack Butland,,50.87719298245614,,7,True
Equatorial Guinea,Esteban Orozco Fernández,,98.07692307692308,,4,True
Equatorial Guinea,Jesús Lázaro Owono Ngua Akeng,,98.07692307692308,,4,True
Equatorial Guinea,Saúl Basilio Coco-Bassey Oubiña,,98.07692307692308,,4,True
Equatorial Guinea,Basilio Ndong Owono Nchamaaa,,94.23076923076923,,4,True
Equatorial Guinea,Federico Bikoro Akieme Nchama,,92.3076923076923,,4,True
Equatorial Guinea,José Ndong Machín Dicombo,,90.38461538461539,,4,True
Equatorial Guinea,Carlos Akapo Martínez,,88.46153846153847,,4,True
Equatorial Guinea,Emilio Nsue López,,86.53846153846153,,4,True
Equatorial Guinea,Ibán Salvador Edu,,84.61538461538461,,4,True
Equatorial Guinea,Pablo Ganet Cómitre,,82.6923076923077,,4,True
Equatorial Guinea,Jannick Buyla Sam,,80.76923076923077,,4,True
Equatorial Guinea,José Antonio Miranda Boacho,,78.84615384615384,,2,True
Equatorial Guinea,Luis Miguel Nlavo Asue,,76.92307692307692,,4,True
Equatorial Guinea,Santiago Eneme Bocari,,75.0,,4,True
Equatorial Guinea,Alejandro Balboa Bandeira,,73.07692307692308,,4,True
Equatorial Guinea,Juan José Óscar Siafá Etoha,,71.15384615384616,,4,True
Equatorial Guinea,Aitor Embela Gil,,66.34615384615384,,4,True
Equatorial Guinea,Charles Nduwuisi-Ondo,,66.34615384615384,,4,True
Equatorial Guinea,José Elo Ayeto,,66.34615384615384,,4,True
